codi_eoi,nom_estacio,data,magnitud,contaminant,unitats,tipus_estacio,area_urbana,codi_ine,municipi,codi_comarca,nom_comarca,h01,h02,h03,h04,altitud,latitud,longitud,geocoded_column,:@computed_region_bh64_c7uy,:@computed_region_wvic_k925,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
08019043,Barcelona (Eixample),2022-06-24T00:00:00.000,10,PM10,µg/m3,traffic,urban,08019,Barcelona,13,Barcelonès,,,,,26,41.385315,2.1537998,"{'type': 'Point', 'coordinates': [2.1537998, 41.385315]}",512,29,,,,,,,,,,,,,,,,,,,,
08019004,Barcelona (Poblenou),2022-06-24T00:00:00.000,10,PM10,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,182,245,52,44,3,41.40388,2.204501,"{'type': 'Point', 'coordinates': [2.204501, 41.40388]}",512,29,57,63,61,55,42,36,48,29,44,37,37,27,15,52,36,27,25,24,19,13
08019054,Barcelona (Parc Vall Hebron),2022-06-24T00:00:00.000,10,PM10,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,142,94,81,45,136,41.42611,2.1480017,"{'type': 'Point', 'coordinates': [2.1480017, 41.42611]}",512,29,45,28,29,32,35,30,19,9,5,18,14,15,15,20,,,,,,
08101001,L'Hospitalet de Llobregat,2022-06-24T00:00:00.000,10,PM10,µg/m3,background,urban,08101,"Hospitalet de Llobregat, l'",13,Barcelonès,133,109,147,57,29,41.370476,2.1149993,"{'type': 'Point', 'coordinates': [2.1149993, 41.370476]}",117,29,45,39,86,76,30,8,8,28,27,17,24,30,17,21,76,35,32,39,29,14
08019057,Barcelona (Palau Reial),2022-06-24T00:00:00.000,9,PM2.5,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,,,29,20,81,41.38749,2.1151996,"{'type': 'Point', 'coordinates': [2.1151996, 41.38749]}",512,29,12,8,9,11,11,9,4,2,4,3,3,3,2,,,,,,,
08194008,Sant Adrià de Besòs,2022-06-24T00:00:00.000,10,PM10,µg/m3,traffic,urban,08194,Sant Adrià de Besòs,13,Barcelonès,81,72,58,69,7,41.425594,2.2221997,"{'type': 'Point', 'coordinates': [2.2221997, 41.425594]}",841,29,74,70,57,41,40,36,20,4,26,33,33,15,22,49,22,23,25,19,17,12
08019058,Barcelona (Observatori Fabra),2022-06-24T00:00:00.000,10,PM10,µg/m3,background,suburban,08019,Barcelona,13,Barcelonès,52,77,30,21,415,41.41843,2.1238973,"{'type': 'Point', 'coordinates': [2.1238973, 41.41843]}",512,29,18,10,37,19,22,17,4,3,7,23,23,20,15,32,46,27,23,22,19,12
08019044,Barcelona (Gràcia - Sant Gervasi),2022-06-24T00:00:00.000,10,PM10,µg/m3,traffic,urban,08019,Barcelona,13,Barcelonès,190,133,77,32,57,41.398724,2.1533988,"{'type': 'Point', 'coordinates': [2.1533988, 41.398724]}",512,29,29,31,57,51,32,25,6,5,23,21,20,13,13,45,53,28,28,26,20,11
08019057,Barcelona (Palau Reial),2022-06-23T00:00:00.000,10,PM10,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,23,20,16,19,81,41.38749,2.1151996,"{'type': 'Point', 'coordinates': [2.1151996, 41.38749]}",512,29,17,17,16,18,17,,,,15,16,21,23,22,20,18,16,,,,
08019004,Barcelona (Poblenou),2022-06-23T00:00:00.000,10,PM10,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,29,29,29,32,3,41.40388,2.204501,"{'type': 'Point', 'coordinates': [2.204501, 41.40388]}",512,29,24,29,36,43,32,44,43,45,56,48,43,46,49,50,51,65,72,268,188,429
08019057,Barcelona (Palau Reial),2022-06-23T00:00:00.000,9,PM2.5,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,16,13,11,13,81,41.38749,2.1151996,"{'type': 'Point', 'coordinates': [2.1151996, 41.38749]}",512,29,12,12,11,12,9,,,,8,9,12,13,13,11,10,9,,,,
08019054,Barcelona (Parc Vall Hebron),2022-06-23T00:00:00.000,10,PM10,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,37,35,29,26,136,41.42611,2.1480017,"{'type': 'Point', 'coordinates': [2.1480017, 41.42611]}",512,29,24,33,37,37,34,32,31,30,31,33,32,34,37,33,35,36,30,37,40,101
08019044,Barcelona (Gràcia - Sant Gervasi),2022-06-23T00:00:00.000,10,PM10,µg/m3,traffic,urban,08019,Barcelona,13,Barcelonès,35,33,35,39,57,41.398724,2.1533988,"{'type': 'Point', 'coordinates': [2.1533988, 41.398724]}",512,29,27,35,41,33,25,41,44,47,44,38,43,45,47,48,50,41,30,41,77,344
08019058,Barcelona (Observatori Fabra),2022-06-23T00:00:00.000,10,PM10,µg/m3,background,suburban,08019,Barcelona,13,Barcelonès,30,27,25,25,415,41.41843,2.1238973,"{'type': 'Point', 'coordinates': [2.1238973, 41.41843]}",512,29,15,29,28,23,17,26,25,25,29,26,30,32,32,38,47,28,12,30,8,54
08194008,Sant Adrià de Besòs,2022-06-23T00:00:00.000,10,PM10,µg/m3,traffic,urban,08194,Sant Adrià de Besòs,13,Barcelonès,28,30,30,34,7,41.425594,2.2221997,"{'type': 'Point', 'coordinates': [2.2221997, 41.425594]}",841,29,17,34,46,52,20,35,28,30,33,36,33,39,36,36,39,25,29,55,60,123
08019043,Barcelona (Eixample),2022-06-23T00:00:00.000,10,PM10,µg/m3,traffic,urban,08019,Barcelona,13,Barcelonès,,,,,26,41.385315,2.1537998,"{'type': 'Point', 'coordinates': [2.1537998, 41.385315]}",512,29,,,,,,,,,,,,,,,,,,,,
08101001,L'Hospitalet de Llobregat,2022-06-23T00:00:00.000,10,PM10,µg/m3,background,urban,08101,"Hospitalet de Llobregat, l'",13,Barcelonès,43,37,40,41,29,41.370476,2.1149993,"{'type': 'Point', 'coordinates': [2.1149993, 41.370476]}",117,29,30,35,40,43,35,46,38,41,38,38,40,49,45,57,64,29,44,76,250,266
08194008,Sant Adrià de Besòs,2022-06-22T00:00:00.000,10,PM10,µg/m3,traffic,urban,08194,Sant Adrià de Besòs,13,Barcelonès,37,43,33,37,7,41.425594,2.2221997,"{'type': 'Point', 'coordinates': [2.2221997, 41.425594]}",841,29,35,37,42,44,51,59,44,59,56,36,19,25,28,39,51,42,38,50,58,35
08101001,L'Hospitalet de Llobregat,2022-06-22T00:00:00.000,10,PM10,µg/m3,background,urban,08101,"Hospitalet de Llobregat, l'",13,Barcelonès,48,48,45,37,29,41.370476,2.1149993,"{'type': 'Point', 'coordinates': [2.1149993, 41.370476]}",117,29,33,48,45,56,62,85,62,67,76,65,42,53,56,58,54,67,62,69,65,46
08019058,Barcelona (Observatori Fabra),2022-06-22T00:00:00.000,10,PM10,µg/m3,background,suburban,08019,Barcelona,13,Barcelonès,57,35,28,38,415,41.41843,2.1238973,"{'type': 'Point', 'coordinates': [2.1238973, 41.41843]}",512,29,42,35,48,51,67,61,,55,60,58,36,46,43,38,35,49,36,55,42,34
08019057,Barcelona (Palau Reial),2022-06-22T00:00:00.000,9,PM2.5,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,19,19,18,16,81,41.38749,2.1151996,"{'type': 'Point', 'coordinates': [2.1151996, 41.38749]}",512,29,18,17,18,18,19,22,23,22,22,18,14,14,13,17,16,17,18,19,19,18
08019057,Barcelona (Palau Reial),2022-06-22T00:00:00.000,10,PM10,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,31,28,26,23,81,41.38749,2.1151996,"{'type': 'Point', 'coordinates': [2.1151996, 41.38749]}",512,29,26,25,25,26,32,34,34,37,37,30,22,23,22,27,26,26,27,28,28,25
08019054,Barcelona (Parc Vall Hebron),2022-06-22T00:00:00.000,10,PM10,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,53,45,33,34,136,41.42611,2.1480017,"{'type': 'Point', 'coordinates': [2.1480017, 41.42611]}",512,29,35,35,35,40,44,57,58,48,52,50,37,33,38,38,43,46,45,44,44,47
08019044,Barcelona (Gràcia - Sant Gervasi),2022-06-22T00:00:00.000,10,PM10,µg/m3,traffic,urban,08019,Barcelona,13,Barcelonès,57,45,37,28,57,41.398724,2.1533988,"{'type': 'Point', 'coordinates': [2.1533988, 41.398724]}",512,29,39,31,47,49,61,70,69,69,71,58,43,51,53,51,45,60,51,59,58,37
08019043,Barcelona (Eixample),2022-06-22T00:00:00.000,10,PM10,µg/m3,traffic,urban,08019,Barcelona,13,Barcelonès,,,,,26,41.385315,2.1537998,"{'type': 'Point', 'coordinates': [2.1537998, 41.385315]}",512,29,,,,,,,,,,,,,,,,,,,,
08019004,Barcelona (Poblenou),2022-06-22T00:00:00.000,10,PM10,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,,35,30,33,3,41.40388,2.204501,"{'type': 'Point', 'coordinates': [2.204501, 41.40388]}",512,29,32,32,36,66,48,56,55,58,55,42,26,29,35,56,55,55,56,51,51,41
08019057,Barcelona (Palau Reial),2022-06-21T00:00:00.000,9,PM2.5,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,20,18,14,13,81,41.38749,2.1151996,"{'type': 'Point', 'coordinates': [2.1151996, 41.38749]}",512,29,13,13,15,14,14,14,15,15,16,15,14,14,12,10,11,10,11,13,15,17
08019058,Barcelona (Observatori Fabra),2022-06-21T00:00:00.000,10,PM10,µg/m3,background,suburban,08019,Barcelona,13,Barcelonès,49,36,35,39,415,41.41843,2.1238973,"{'type': 'Point', 'coordinates': [2.1238973, 41.41843]}",512,29,31,47,47,40,58,51,60,49,58,49,26,71,63,50,32,24,50,58,70,39
08019044,Barcelona (Gràcia - Sant Gervasi),2022-06-21T00:00:00.000,10,PM10,µg/m3,traffic,urban,08019,Barcelona,13,Barcelonès,53,36,33,29,57,41.398724,2.1533988,"{'type': 'Point', 'coordinates': [2.1533988, 41.398724]}",512,29,38,40,48,47,59,61,64,60,74,57,28,77,55,62,37,18,58,72,54,24
08019043,Barcelona (Eixample),2022-06-21T00:00:00.000,10,PM10,µg/m3,traffic,urban,08019,Barcelona,13,Barcelonès,,,,,26,41.385315,2.1537998,"{'type': 'Point', 'coordinates': [2.1537998, 41.385315]}",512,29,,,,,,,,,,,,,,,,,,,,
08101001,L'Hospitalet de Llobregat,2022-06-21T00:00:00.000,10,PM10,µg/m3,background,urban,08101,"Hospitalet de Llobregat, l'",13,Barcelonès,60,42,34,32,29,41.370476,2.1149993,"{'type': 'Point', 'coordinates': [2.1149993, 41.370476]}",117,29,41,53,48,62,70,73,70,67,72,52,46,88,53,66,44,23,55,74,52,42
08019004,Barcelona (Poblenou),2022-06-21T00:00:00.000,10,PM10,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,35,36,25,32,3,41.40388,2.204501,"{'type': 'Point', 'coordinates': [2.204501, 41.40388]}",512,29,33,41,60,67,79,91,64,74,70,48,44,67,76,,,,,,,
08194008,Sant Adrià de Besòs,2022-06-21T00:00:00.000,10,PM10,µg/m3,traffic,urban,08194,Sant Adrià de Besòs,13,Barcelonès,31,32,27,37,7,41.425594,2.2221997,"{'type': 'Point', 'coordinates': [2.2221997, 41.425594]}",841,29,33,40,60,52,51,66,59,60,49,39,43,51,49,46,43,44,35,34,27,24
08019057,Barcelona (Palau Reial),2022-06-21T00:00:00.000,10,PM10,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,29,26,21,26,81,41.38749,2.1151996,"{'type': 'Point', 'coordinates': [2.1151996, 41.38749]}",512,29,27,26,29,30,35,33,34,37,36,35,35,31,25,21,23,25,34,29,22,30
08019054,Barcelona (Parc Vall Hebron),2022-06-21T00:00:00.000,10,PM10,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,50,40,32,36,136,41.42611,2.1480017,"{'type': 'Point', 'coordinates': [2.1480017, 41.42611]}",512,29,37,24,38,46,54,52,,,,,,42,46,36,30,38,43,44,43,52
08019057,Barcelona (Palau Reial),2022-06-20T00:00:00.000,9,PM2.5,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,12,12,12,12,81,41.38749,2.1151996,"{'type': 'Point', 'coordinates': [2.1151996, 41.38749]}",512,29,12,12,13,13,14,15,17,16,15,16,15,15,15,16,16,16,16,17,18,19
08019058,Barcelona (Observatori Fabra),2022-06-20T00:00:00.000,10,PM10,µg/m3,background,suburban,08019,Barcelona,13,Barcelonès,30,28,27,29,415,41.41843,2.1238973,"{'type': 'Point', 'coordinates': [2.1238973, 41.41843]}",512,29,27,29,44,44,44,45,54,55,53,45,48,42,48,54,51,46,51,52,47,45
08019057,Barcelona (Palau Reial),2022-06-20T00:00:00.000,10,PM10,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,17,18,17,17,81,41.38749,2.1151996,"{'type': 'Point', 'coordinates': [2.1151996, 41.38749]}",512,29,17,17,17,21,24,30,34,35,32,32,29,29,32,32,30,31,32,33,32,32
08101001,L'Hospitalet de Llobregat,2022-06-20T00:00:00.000,10,PM10,µg/m3,background,urban,08101,"Hospitalet de Llobregat, l'",13,Barcelonès,37,37,37,33,29,41.370476,2.1149993,"{'type': 'Point', 'coordinates': [2.1149993, 41.370476]}",117,29,32,32,31,36,37,52,,70,72,59,60,52,62,65,56,56,54,58,55,70
08019044,Barcelona (Gràcia - Sant Gervasi),2022-06-20T00:00:00.000,10,PM10,µg/m3,traffic,urban,08019,Barcelona,13,Barcelonès,34,36,37,38,57,41.398724,2.1533988,"{'type': 'Point', 'coordinates': [2.1533988, 41.398724]}",512,29,28,28,28,27,40,67,91,68,75,56,57,55,66,54,51,50,44,52,55,53
08019043,Barcelona (Eixample),2022-06-20T00:00:00.000,10,PM10,µg/m3,traffic,urban,08019,Barcelona,13,Barcelonès,,,,,26,41.385315,2.1537998,"{'type': 'Point', 'coordinates': [2.1537998, 41.385315]}",512,29,,,,,,,,,,,,,,,,,,,,
08019054,Barcelona (Parc Vall Hebron),2022-06-20T00:00:00.000,10,PM10,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,33,32,27,28,136,41.42611,2.1480017,"{'type': 'Point', 'coordinates': [2.1480017, 41.42611]}",512,29,28,27,27,28,30,39,51,52,48,45,43,43,44,48,43,44,39,41,50,49
08019004,Barcelona (Poblenou),2022-06-20T00:00:00.000,10,PM10,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,32,33,34,31,3,41.40388,2.204501,"{'type': 'Point', 'coordinates': [2.204501, 41.40388]}",512,29,25,25,32,113,53,73,58,55,53,47,54,51,51,50,54,41,50,39,39,39
08194008,Sant Adrià de Besòs,2022-06-20T00:00:00.000,10,PM10,µg/m3,traffic,urban,08194,Sant Adrià de Besòs,13,Barcelonès,35,35,33,29,7,41.425594,2.2221997,"{'type': 'Point', 'coordinates': [2.2221997, 41.425594]}",841,29,26,27,30,37,54,62,54,47,40,38,31,34,51,38,38,31,53,39,39,33
08194008,Sant Adrià de Besòs,2022-06-19T00:00:00.000,10,PM10,µg/m3,traffic,urban,08194,Sant Adrià de Besòs,13,Barcelonès,17,13,12,13,7,41.425594,2.2221997,"{'type': 'Point', 'coordinates': [2.2221997, 41.425594]}",841,29,18,21,17,16,29,41,32,30,30,22,20,23,22,18,18,23,25,26,30,31
08101001,L'Hospitalet de Llobregat,2022-06-19T00:00:00.000,10,PM10,µg/m3,background,urban,08101,"Hospitalet de Llobregat, l'",13,Barcelonès,23,17,22,17,29,41.370476,2.1149993,"{'type': 'Point', 'coordinates': [2.1149993, 41.370476]}",117,29,23,23,21,25,24,28,43,41,42,34,32,41,33,33,31,35,33,36,41,36
08019058,Barcelona (Observatori Fabra),2022-06-19T00:00:00.000,10,PM10,µg/m3,background,suburban,08019,Barcelona,13,Barcelonès,20,15,13,9,415,41.41843,2.1238973,"{'type': 'Point', 'coordinates': [2.1238973, 41.41843]}",512,29,24,22,19,17,18,22,33,42,34,26,15,26,24,27,24,28,27,27,29,30
08019057,Barcelona (Palau Reial),2022-06-19T00:00:00.000,9,PM2.5,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,14,11,11,13,81,41.38749,2.1151996,"{'type': 'Point', 'coordinates': [2.1151996, 41.38749]}",512,29,15,11,11,10,8,9,10,11,10,10,9,9,10,10,10,10,11,11,11,11
08019057,Barcelona (Palau Reial),2022-06-19T00:00:00.000,10,PM10,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,19,15,15,17,81,41.38749,2.1151996,"{'type': 'Point', 'coordinates': [2.1151996, 41.38749]}",512,29,20,15,15,14,14,15,19,19,18,16,15,15,15,16,15,16,16,15,16,17
08019054,Barcelona (Parc Vall Hebron),2022-06-19T00:00:00.000,10,PM10,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,20,18,15,18,136,41.42611,2.1480017,"{'type': 'Point', 'coordinates': [2.1480017, 41.42611]}",512,29,22,21,21,18,16,25,26,29,26,25,20,26,24,23,26,22,27,29,29,32
08019044,Barcelona (Gràcia - Sant Gervasi),2022-06-19T00:00:00.000,10,PM10,µg/m3,traffic,urban,08019,Barcelona,13,Barcelonès,22,17,19,16,57,41.398724,2.1533988,"{'type': 'Point', 'coordinates': [2.1533988, 41.398724]}",512,29,25,25,22,18,20,28,42,34,40,24,20,31,28,27,22,27,28,29,31,33
08019004,Barcelona (Poblenou),2022-06-19T00:00:00.000,10,PM10,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,,17,19,17,3,41.40388,2.204501,"{'type': 'Point', 'coordinates': [2.204501, 41.40388]}",512,29,19,21,22,17,32,40,38,35,40,33,30,31,32,24,23,26,29,29,30,31
08019043,Barcelona (Eixample),2022-06-19T00:00:00.000,10,PM10,µg/m3,traffic,urban,08019,Barcelona,13,Barcelonès,,,,,26,41.385315,2.1537998,"{'type': 'Point', 'coordinates': [2.1537998, 41.385315]}",512,29,,,,,,,,,,,,,,,,,,,,
08019004,Barcelona (Poblenou),2022-06-18T00:00:00.000,10,PM10,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,54,41,32,33,3,41.40388,2.204501,"{'type': 'Point', 'coordinates': [2.204501, 41.40388]}",512,29,34,52,102,59,64,42,37,34,46,38,31,26,23,25,25,25,26,25,23,
08019057,Barcelona (Palau Reial),2022-06-18T00:00:00.000,9,PM2.5,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,10,12,12,12,81,41.38749,2.1151996,"{'type': 'Point', 'coordinates': [2.1151996, 41.38749]}",512,29,13,15,15,17,17,15,13,13,13,9,9,9,10,10,11,12,12,14,15,14
08019058,Barcelona (Observatori Fabra),2022-06-18T00:00:00.000,10,PM10,µg/m3,background,suburban,08019,Barcelona,13,Barcelonès,32,40,37,,415,41.41843,2.1238973,"{'type': 'Point', 'coordinates': [2.1238973, 41.41843]}",512,29,,36,45,56,62,46,38,39,44,37,32,32,25,40,27,31,31,31,20,27
08019057,Barcelona (Palau Reial),2022-06-18T00:00:00.000,10,PM10,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,22,23,23,23,81,41.38749,2.1151996,"{'type': 'Point', 'coordinates': [2.1151996, 41.38749]}",512,29,24,26,28,36,32,29,27,27,27,21,18,16,18,19,23,24,20,20,20,18
08019044,Barcelona (Gràcia - Sant Gervasi),2022-06-18T00:00:00.000,10,PM10,µg/m3,traffic,urban,08019,Barcelona,13,Barcelonès,33,45,47,41,57,41.398724,2.1533988,"{'type': 'Point', 'coordinates': [2.1533988, 41.398724]}",512,29,39,40,44,65,63,41,37,37,45,34,41,38,28,35,27,27,27,29,24,26
08019043,Barcelona (Eixample),2022-06-18T00:00:00.000,10,PM10,µg/m3,traffic,urban,08019,Barcelona,13,Barcelonès,,,,,26,41.385315,2.1537998,"{'type': 'Point', 'coordinates': [2.1537998, 41.385315]}",512,29,,,,,,,,,,,,,,,,,,,,
08019054,Barcelona (Parc Vall Hebron),2022-06-18T00:00:00.000,10,PM10,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,26,30,18,18,136,41.42611,2.1480017,"{'type': 'Point', 'coordinates': [2.1480017, 41.42611]}",512,29,29,27,31,57,65,43,40,34,34,31,26,25,16,20,23,25,28,21,20,21
08194008,Sant Adrià de Besòs,2022-06-18T00:00:00.000,10,PM10,µg/m3,traffic,urban,08194,Sant Adrià de Besòs,13,Barcelonès,47,43,41,46,7,41.425594,2.2221997,"{'type': 'Point', 'coordinates': [2.2221997, 41.425594]}",841,29,40,41,52,68,46,34,25,29,24,29,25,19,15,14,18,18,18,22,17,20
08101001,L'Hospitalet de Llobregat,2022-06-18T00:00:00.000,10,PM10,µg/m3,background,urban,08101,"Hospitalet de Llobregat, l'",13,Barcelonès,49,43,44,42,29,41.370476,2.1149993,"{'type': 'Point', 'coordinates': [2.1149993, 41.370476]}",117,29,40,51,51,64,69,54,45,43,51,41,41,39,28,36,31,26,32,33,26,28
08019004,Barcelona (Poblenou),2022-06-17T00:00:00.000,10,PM10,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,28,15,23,20,3,41.40388,2.204501,"{'type': 'Point', 'coordinates': [2.204501, 41.40388]}",512,29,18,14,42,54,151,138,,60,49,64,48,46,50,68,77,179,144,58,56,57
08019057,Barcelona (Palau Reial),2022-06-17T00:00:00.000,10,PM10,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,26,21,16,12,81,41.38749,2.1151996,"{'type': 'Point', 'coordinates': [2.1151996, 41.38749]}",512,29,17,19,21,35,36,37,27,27,30,25,19,19,17,19,16,16,17,43,25,19
08019043,Barcelona (Eixample),2022-06-17T00:00:00.000,10,PM10,µg/m3,traffic,urban,08019,Barcelona,13,Barcelonès,,,,,26,41.385315,2.1537998,"{'type': 'Point', 'coordinates': [2.1537998, 41.385315]}",512,29,,,,,,,,,,,,,,,,,,,,
08101001,L'Hospitalet de Llobregat,2022-06-17T00:00:00.000,10,PM10,µg/m3,background,urban,08101,"Hospitalet de Llobregat, l'",13,Barcelonès,40,46,16,21,29,41.370476,2.1149993,"{'type': 'Point', 'coordinates': [2.1149993, 41.370476]}",117,29,32,32,45,88,85,81,61,57,53,42,38,32,31,34,28,21,23,27,48,64
08019044,Barcelona (Gràcia - Sant Gervasi),2022-06-17T00:00:00.000,10,PM10,µg/m3,traffic,urban,08019,Barcelona,13,Barcelonès,6,23,16,21,57,41.398724,2.1533988,"{'type': 'Point', 'coordinates': [2.1533988, 41.398724]}",512,29,29,27,34,56,70,62,47,44,51,42,39,36,37,38,27,28,25,25,31,37
08019058,Barcelona (Observatori Fabra),2022-06-17T00:00:00.000,10,PM10,µg/m3,background,suburban,08019,Barcelona,13,Barcelonès,14,17,14,21,415,41.41843,2.1238973,"{'type': 'Point', 'coordinates': [2.1238973, 41.41843]}",512,29,34,44,56,49,48,53,47,42,45,44,36,31,33,35,31,31,30,28,29,32
08019057,Barcelona (Palau Reial),2022-06-17T00:00:00.000,9,PM2.5,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,8,6,4,4,81,41.38749,2.1151996,"{'type': 'Point', 'coordinates': [2.1151996, 41.38749]}",512,29,6,7,8,12,13,13,11,9,11,9,7,7,7,7,7,7,7,10,10,9
08194008,Sant Adrià de Besòs,2022-06-17T00:00:00.000,10,PM10,µg/m3,traffic,urban,08194,Sant Adrià de Besòs,13,Barcelonès,10,23,19,27,7,41.425594,2.2221997,"{'type': 'Point', 'coordinates': [2.2221997, 41.425594]}",841,29,27,35,48,60,68,91,70,46,38,39,35,30,27,29,23,21,50,37,47,57
08019054,Barcelona (Parc Vall Hebron),2022-06-17T00:00:00.000,10,PM10,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,14,13,17,17,136,41.42611,2.1480017,"{'type': 'Point', 'coordinates': [2.1480017, 41.42611]}",512,29,19,23,33,41,53,47,41,36,33,30,30,26,25,25,25,24,24,25,37,37
08019057,Barcelona (Palau Reial),2022-06-16T00:00:00.000,10,PM10,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,20,22,14,14,81,41.38749,2.1151996,"{'type': 'Point', 'coordinates': [2.1151996, 41.38749]}",512,29,15,17,17,26,35,34,31,28,22,16,16,17,11,11,12,15,22,22,28,33
08019044,Barcelona (Gràcia - Sant Gervasi),2022-06-16T00:00:00.000,10,PM10,µg/m3,traffic,urban,08019,Barcelona,13,Barcelonès,27,30,31,31,57,41.398724,2.1533988,"{'type': 'Point', 'coordinates': [2.1533988, 41.398724]}",512,29,25,14,35,32,60,66,39,47,43,75,43,29,32,17,17,25,63,41,14,40
08019004,Barcelona (Poblenou),2022-06-16T00:00:00.000,10,PM10,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,22,15,23,26,3,41.40388,2.204501,"{'type': 'Point', 'coordinates': [2.204501, 41.40388]}",512,29,26,24,41,66,72,99,82,85,125,55,34,20,40,36,22,35,33,41,28,7
08019058,Barcelona (Observatori Fabra),2022-06-16T00:00:00.000,10,PM10,µg/m3,background,suburban,08019,Barcelona,13,Barcelonès,18,14,16,22,415,41.41843,2.1238973,"{'type': 'Point', 'coordinates': [2.1238973, 41.41843]}",512,29,30,17,21,19,22,25,54,60,48,56,44,22,26,22,23,19,16,16,31,16
08019057,Barcelona (Palau Reial),2022-06-16T00:00:00.000,9,PM2.5,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,10,10,10,10,81,41.38749,2.1151996,"{'type': 'Point', 'coordinates': [2.1151996, 41.38749]}",512,29,9,9,8,9,11,10,9,7,6,5,5,6,4,4,4,4,5,6,8,9
08019043,Barcelona (Eixample),2022-06-16T00:00:00.000,10,PM10,µg/m3,traffic,urban,08019,Barcelona,13,Barcelonès,45,39,32,33,26,41.385315,2.1537998,"{'type': 'Point', 'coordinates': [2.1537998, 41.385315]}",512,29,36,33,46,54,71,87,66,65,75,69,,,,,,,,,,
08019054,Barcelona (Parc Vall Hebron),2022-06-16T00:00:00.000,10,PM10,µg/m3,background,urban,08019,Barcelona,13,Barcelonès,25,28,26,24,136,41.42611,2.1480017,"{'type': 'Point', 'coordinates': [2.1480017, 41.42611]}",512,29,12,23,20,27,34,31,55,54,46,59,37,27,12,11,30,10,28,36,35,17
08101001,L'Hospitalet de Llobregat,2022-06-16T00:00:00.000,10,PM10,µg/m3,background,urban,08101,"Hospitalet de Llobregat, l'",13,Barcelonès,29,27,29,30,29,41.370476,2.1149993,"{'type': 'Point', 'coordinates': [2.1149993, 41.370476]}",117,29,28,25,39,51,55,50,51,53,33,37,52,30,25,23,22,40,37,29,47,26
08194008,Sant Adrià de Besòs,2022-06-16T00:00:00.000,10,PM10,µg/m3,traffic,urban,08194,Sant Adrià de Besòs,13,Barcelonès,18,24,29,31,7,41.425594,2.2221997,"{'type': 'Point', 'coordinates': [2.2221997, 41.425594]}",841,29,31,30,32,43,56,61,82,60,50,32,21,19,21,31,16,25,32,31,34,49
08019043,Barcelona (Eixample),2022-06-15T00:00:00.000,10,PM10,µg/m3,traffic,urban,08019,Barcelona,13,Barcelonès,,,,,26,41.385315,2.1537998,"{'type': 'Point', 'coordinates': [2.1537998, 41.385315]}",512,29,,,,,,,,,,,,,41,80,42,39,44,42,32,33
08101001,L'Hospitalet de Llobregat,2022-06-15T00:00:00.000,10,PM10,µg/m3,background,urban,08101,"Hospitalet de Llobregat, l'",13,Barcelonès,37,14,13,21,29,41.370476,2.1149993,"{'type': 'Point', 'coordinates': [2.1149993, 41.370476]}",117,29,31,37,28,36,52,81,102,67,56,23,10,41,34,27,29,27,30,28,33,29
08019058,Barcelona (Observatori Fabra),2022-06-15T00:00:00.000,10,PM10,µg/m3,background,suburban,08019,Barcelona,13,Barcelonès,26,22,25,36,415,41.41843,2.1238973,"{'type': 'Point', 'coordinates': [2.1238973, 41.41843]}",512,29,40,36,38,35,34,32,36,78,61,39,5,38,29,31,33,32,27,47,45,18
